id,position,label,description,start_date,replaces,replaced_by,end_date,of,constituency,term,election,party
Q107512,Q17586301,Member of the Landtag of Bavaria,"","",,,,,,,,
Q107512,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q107515,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q107577,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q107636,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q107637,Q19360355,Member of the Hamburg Parliament,"","",,,,,,,,
Q107637,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q107648,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q107680,Q1939555,member of the German Bundestag,deputy of the German parliament,2005-10-18,,,2009-10-27,,,,,
Q107680,Q1939555,member of the German Bundestag,deputy of the German parliament,2009-10-27,,,2013-10-22,,,,,
Q107680,Q1939555,member of the German Bundestag,deputy of the German parliament,2013-10-22,,,,,,,,
Q107733,Q17586301,Member of the Landtag of Bavaria,"","",,,,,,,,
Q107733,Q18220550,Member of the Bavarian Senate,"","",,,,,,,,
Q107733,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q107737,Q18557729,member of the Volkskammer,"","",,,,,,,,
Q107737,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q107793,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1078037,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1078121,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1078147,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1078147,Q19731005,Parliamentary Secretary in Germany,"","",,,,,,,,
Q107816,Q1939555,member of the German Bundestag,deputy of the German parliament,2002-10-17,,,2005-10-18,,,,,
Q107816,Q1939555,member of the German Bundestag,deputy of the German parliament,2005-10-18,,,2009-10-27,,,,,
Q107816,Q1939555,member of the German Bundestag,deputy of the German parliament,2009-10-27,,,2013-10-22,,,,,
Q107816,Q1939555,member of the German Bundestag,deputy of the German parliament,2013-10-22,,,,,,,,
Q1078167,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1078169,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1078185,Q18557729,member of the Volkskammer,"","",,,,,,,,
Q1078185,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1078216,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1078281,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1078281,Q30185,mayor,head of municipal government such as a town or city,"",,,,,,,,
Q1078287,Q18130496,Member of the Landtag of Schleswig-Holstein,"","",,,,,,,,
Q1078287,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1078305,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1078335,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1078335,Q19731005,Parliamentary Secretary in Germany,"","",,,,,,,,
Q107908,Q17781726,member of the Landtag of North Rhine-Westphalia,"","",,,,,,,,
Q107908,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q107908,Q19731005,Parliamentary Secretary in Germany,"","",,,,,,,,
Q1079371,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1079671,Q18557729,member of the Volkskammer,"","",,,,,,,,
Q1079671,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q107984,Q17586301,Member of the Landtag of Bavaria,"","",,,,,,,,
Q107984,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1079840,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q107989,Q1939555,member of the German Bundestag,deputy of the German parliament,2009,,,,,,,,
Q1080321,Q1939555,member of the German Bundestag,deputy of the German parliament,2008-05-15,Bernward Müller,,2009-10-27,,,,,
Q1080321,Q1939555,member of the German Bundestag,deputy of the German parliament,2009-10-27,,,2013-10-22,,,,,
Q1080321,Q1939555,member of the German Bundestag,deputy of the German parliament,2013-10-22,,,,,,,,
Q1080612,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1080698,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1080751,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1080789,Q17481175,Member of the Landtag of Baden-Württemberg,"","",,,,,,,,
Q1080789,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1080789,Q30185,mayor,head of municipal government such as a town or city,"",,,,,,,,
Q1080811,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1081202,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1081226,Q18327335,Member of the Abgeordnetenhaus of Berlin,"","",,,,,,,,
Q1081226,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q108126,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q108126,Q19731005,Parliamentary Secretary in Germany,"","",,,,,,,,
Q108134,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q108134,Q19731005,Parliamentary Secretary in Germany,"","",,,,,,,,
Q1081632,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1081713,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q108173,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1081754,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1081916,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1082006,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q108221,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q108221,Q19731005,Parliamentary Secretary in Germany,"","",,,,,,,,
Q1082796,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q108288,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1083151,Q18557729,member of the Volkskammer,"","",,,,,,,,
Q1083151,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1083405,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1083647,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1083648,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1083666,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1083733,Q17334379,Member of the Landtag of Saxony,"","",,,,,,,,
Q1083733,Q18557729,member of the Volkskammer,"","",,,,,,,,
Q1083733,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1084318,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1084318,Q30185,mayor,head of municipal government such as a town or city,"",,,,,,,,
Q108522,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1085541,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1085647,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1085665,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1085774,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1085774,Q30185,mayor,head of municipal government such as a town or city,"",,,,,,,,
Q1085797,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1085801,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1085954,Q1939555,member of the German Bundestag,deputy of the German parliament,2002,,,,,,,,
Q1085954,Q813389,,"",2014-01,,,,,,,,
Q1086058,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1086148,Q17781726,member of the Landtag of North Rhine-Westphalia,"","",,,,,,,,
Q1086148,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1086148,Q19731005,Parliamentary Secretary in Germany,"","",,,,,,,,
Q108771,Q1939555,member of the German Bundestag,deputy of the German parliament,2002-10-17,,,2005-10-18,,,,,
Q108771,Q1939555,member of the German Bundestag,deputy of the German parliament,2005-10-18,,,2009-10-27,,,,,
Q108771,Q1939555,member of the German Bundestag,deputy of the German parliament,2009-10-27,,,2013-10-22,,,,,
Q108771,Q1939555,member of the German Bundestag,deputy of the German parliament,2013-10-22,,,,,,,,
Q108954,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q108954,Q30185,mayor,head of municipal government such as a town or city,"",,,,,,,,
Q109046,Q17586301,Member of the Landtag of Bavaria,"","",,,,,,,,
Q109046,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q109177,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q109221,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q109231,Q17519166,Member of the Hessian Parliament,"","",,,,,,,,
Q109231,Q18627832,Member of Landtag of Prussia,"","",,,,,,,,
Q109231,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q109243,Q17586301,Member of the Landtag of Bavaria,"","",,,,,,,,
Q109243,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q109243,Q27169,member of the European Parliament,person who has been elected to the European Parliament,"",,,,,,,,
Q109309,Q1939555,member of the German Bundestag,deputy of the German parliament,2009-10-27,,,2013-10-22,,,,,
Q109309,Q1939555,member of the German Bundestag,deputy of the German parliament,2013-10-22,,,,,,,,
Q109322,Q18557729,member of the Volkskammer,"","",,,,,,,,
Q109322,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q109362,Q1939555,member of the German Bundestag,deputy of the German parliament,2005-10-18,,,2009-10-27,,,,,
Q109362,Q1939555,member of the German Bundestag,deputy of the German parliament,2013-10-22,,,,,Hamburg Eimsbüttel,,,
Q109375,Q17781726,member of the Landtag of North Rhine-Westphalia,"","",,,,,,,,
Q109375,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q109375,Q30185,mayor,head of municipal government such as a town or city,"",,,,,,,,
Q109412,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1094811,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1094811,Q896829,Parliamentary Commissioner for the Armed Forces,position,1995,Alfred Biehle,Willfried Penner,2000,,,,,
Q109515,Q17519166,Member of the Hessian Parliament,"","",,,,,,,,
Q109515,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1095169,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q109521,Q1939555,member of the German Bundestag,deputy of the German parliament,1999-07-01,,,,,,,,
Q109560,Q1939555,member of the German Bundestag,deputy of the German parliament,2005-10-18,,,2009-10-17,,,,,
Q109560,Q1939555,member of the German Bundestag,deputy of the German parliament,2009-10-27,,,2013-10-22,,,,,
Q109560,Q1939555,member of the German Bundestag,deputy of the German parliament,2013-10-22,,,,,,,,
Q109566,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q109572,Q17781726,member of the Landtag of North Rhine-Westphalia,"","",,,,,,,,
Q109572,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q109572,Q27169,member of the European Parliament,person who has been elected to the European Parliament,"",,,,,,,,
Q109572,Q30185,mayor,head of municipal government such as a town or city,"",,,,,,,,
Q1097369,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1097887,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q109811,Q1939555,member of the German Bundestag,deputy of the German parliament,1998-10-26,,,2002-10-17,,,,,
Q109811,Q1939555,member of the German Bundestag,deputy of the German parliament,2002-10-17,,,2005-10-18,,,,,
Q109811,Q1939555,member of the German Bundestag,deputy of the German parliament,2005-10-18,,,2009-10-27,,,,,
Q109811,Q1939555,member of the German Bundestag,deputy of the German parliament,2009-10-27,,,2013-10-22,,,,,
Q109811,Q1939555,member of the German Bundestag,deputy of the German parliament,2013-10-22,,,,,,,,
Q1098394,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1098411,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q109843,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1098539,Q17441472,member of the Bürgerschaft of Bremen,"","",,,,,,,,
Q1098539,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1098539,Q19731005,Parliamentary Secretary in Germany,"","",,,,,,,,
Q1098592,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q109919,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q109933,Q17586301,Member of the Landtag of Bavaria,"","",,,,,,,,
Q109933,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q109936,Q17781726,member of the Landtag of North Rhine-Westphalia,"","",,,,,,,,
Q109936,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1099970,Q17521638,Member of the Landtag of Lower Saxony,"","",,,,,,,,
Q1099970,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1100066,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1100066,Q27169,member of the European Parliament,person who has been elected to the European Parliament,"",,,,,,,,
Q1100075,Q18557729,member of the Volkskammer,"","",,,,,,,,
Q1100075,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q110018,Q1939555,member of the German Bundestag,deputy of the German parliament,1998-10-26,,,2002-10-17,,,,,
Q110018,Q1939555,member of the German Bundestag,deputy of the German parliament,2002-10-17,,,2005-10-18,,,,,
Q110018,Q1939555,member of the German Bundestag,deputy of the German parliament,2005-10-18,,,2009-10-27,,,,,
Q110018,Q1939555,member of the German Bundestag,deputy of the German parliament,2009-10-27,,,2013-10-22,,,,,
Q110018,Q1939555,member of the German Bundestag,deputy of the German parliament,2013-10-22,,,,,,,,
Q110020,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q110140,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q110156,Q17586301,Member of the Landtag of Bavaria,"","",,,,,,,,
Q110156,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q110302,Q17781726,member of the Landtag of North Rhine-Westphalia,"","",,,,,,,,
